,Input_Text,Source,Summary
159,state expected witness intense fight bharatiya ta party historic win cpi mled left front ruled state yearsout total assthembly seats bjp contesting constituencies ally indigenous peoples front tripura ipft fielded candidates seatsdeputy chief minister bjp heavyweight jishnu dev varma contesting charilam constituencyhere points jishnu dev varma,https://www.ndtv.com/india-news/tripura-election-2023-5-points-on-deputy-chief-minister-jishnu-dev-varma-3770569,bjp contesting constituencies ally ipft fielding candidates including deputy chief minister jishnu dev varma
160,pollbound tripura trinamool congress putting efforts including runningaa campaigns party chief mamata banerjee asking voters dump national parties bjp congress left choose trinamool alternativewhile trinamool main opposition party meghalaya tripura inal player contesting alone less half tripuras seatsbut ms banerjee tripura political jinx desperately wants breakeveryone talking bangla model winning global awards told give rs lakh get money even lic life insurance corporation money go said campaigning tripurawe leave tripura long association want develop tripura like done bengal ms banerjee said rally,https://www.ndtv.com/india-news/mamata-banerjee-counts-on-breaking-trinamools-tripura-jinx-this-time-3766023,mamata banerjee campaigning tripura asking voters choose trinamool alternative national parties trying break political jinx develop tripura like done bengal
161,first assthembly elections conducted tripura attained statehood ary tripura union territory sukhamoy sen gupta became chief minister congress party seats assthembly number chief ministers communist party indiaist cpim dominant party left front far nripen chakraborty dasarath debbarma manik sarkar total number days cpims manik sarkar rthemained chief minister tripura sarkar chief minister bjp came power total number seats cpim assthembly elections record yet broken state vote share percentage manik sarkarled cpm assthembly elections,https://www.ndtv.com/india-news/tripura-elections-2023-states-electoral-past-in-10-numbers-3775682,communist party indiaist cpim three chief ministers tripura nripen chakraborty dasarath debbarma manik sarkar
162,election commission ec friday suspended subdivisional police officer sdpo rthemoved two officers charge ocs taking appropriate action attack congress bike rally west tripura officials saidthe stringent move came congress submitted representation eci violence majlishpur barely km capital townfifteen congress leaders workers including aicc general secretary ajay ku suffered injuries attack earlier week party mla sudip roy barman claimedshortly incident police registered three firs arrested eight people alleged involvthementthe chief secretary dgp directed ensure level playing field political parties initiate strict action partisan officers,https://www.ndtv.com/india-news/election-body-suspends-3-cops-over-attack-on-congress-rally-in-tripura-3711268,ec suspended subdivisional police officer rthemoved two ocs taking appropriate action attack congress bike rally west tripura chief secretary dgp directed ensure level playing field initiate strict action partisan officers
163,less month go tripura assthembly polls erstwhile royal tribal leader pradyot manikya debbarman said party confident good show stressed compromise core ideology greater tipraland forge alliancethe tipraha indigenous progressive regional alliance tipra voicing tribals issues dthemanding rate state union territory indigenous population themerged key player election northeastern statein exclusive interview ndtv mr debbarman said northeast got raw deal years independence talk rest country speak point view northeast tripura,https://www.ndtv.com/india-news/tripura-elections-pradyot-manikya-tipra-for-tripura-tribals-statehood-demand-leaders-ram-temple-question-3711821,tipraha indigenous progressive regional alliance tipra themerged key player tripura assthembly polls pradyot manikya debbarman confident good show dthemanding rate state union territory indigenous population
164,terming dthemocratic ouster left front government tripura last assthembly polls bjp historic something barely happened indias history tripura chief minister dr manik saha said communists committed murders violence important return power statein exclusive interview ani mr saha said bjp works last man society state central governments taken several initiatives welfare tribal communityit history years rule bjp rthemoved communist government dthemocratic wayit barely happened indias history saidthe left parties ruled tripura years since chief minister said communists indulged santras bjp campaigning hard return power,https://www.ndtv.com/india-news/its-history-chief-minister-manik-saha-on-communist-rule-in-tripura-3777761,tripura chief minister dr manik saha described dthemocratic ouster left front government tripura last assthembly polls historic something barely happened indias history said bjp works last man society taken initiatives welfare tribal community
165,pollbound tripura trinamool congress putting efforts including runningaa campaigns party chief mamata banerjee asking voters dump national parties bjp congress left choose trinamool alternativewhile trinamool main opposition party meghalaya tripura inal player contesting alone less half tripuras seatsbut ms banerjee tripura political jinx desperately wants breakeveryone talking bangla model winning global awards told give rs lakh get money even lic life insurance corporation money go said campaigning tripurawe leave tripura long association want develop tripura like done bengal ms banerjee said rally,https://www.ndtv.com/india-news/mamata-banerjee-counts-on-breaking-trinamools-tripura-jinx-this-time-3766023,mamata banerjee campaigning tripura asking voters choose trinamool alternative national parties trying break political jinx develop tripura like done bengal
166,senior congress leader siddaramaiah ded contest upcoming assthembly election karnataka kolar segment asserted today surely win even prime minister narendra modi union home minister amit shah campaign himthe former chief minister ded shift constituency badami bagalkote district north karnataka kolar citing age factor distancelet bjp national general secretary bl santhosh come bjp national president nadda prime minister narendra modi union home minister amit shah campaign surely win kolar told reporterssiddaramaiah reacting query negative campaign begun ever since expressed desire contest kolar assthembly poll four months away reports handbills distributed district siddaramaiah,https://www.ndtv.com/karnataka-news/will-win-even-if-pm-modi-amit-shah-campaign-against-me-congresss-siddaramaiah-3712108,siddaramaiah asserted win upcoming assthembly election karnataka kolar citing age factor distance responding reports negative campaign
167,senior congress leader jairam ramesh saturday accused conrad sangmaled npp udp tmc puppets bjp pollbound meghalayaclaiming meghalaya poll watershed election congress ramesh said candidates age never happened statesuch sion helped bring youth fore saidthe congress leader release partys manifesto uary assthembly elections said meghalaya means abode clouds clouds rainbearing ones corruption unthemployment power cutsathe congress fighting cloud corruption unthemployment destruction meghalayas identity finally cloud unholy alliance jp npp udp tmc claiming fighting election independently former union minister said,https://www.ndtv.com/india-news/npp-udp-tmc-are-puppets-of-bjp-in-poll-bound-meghalaya-jairam-ramesh-3774758,jairam ramesh accused conrad sangmaled npp udp tmc puppets bjp meghalaya claiming congress fighting corruption unthemployment power cuts
168,tripura chief minister manik saha themphasised bjp government continue zerotolerance policy drug menace perpetuated des communist congress rule statehe said well packaging systthem present drugs smuggled myanvia assam mizoram cartels turned tripura corridor smuggling drugs bangladeshwe never want ganja prepared sent outside outside used come myanvia assam mizoram tripura made corridor goes bangladesh chief minister saha said exclusive interview anithe chief minister said government zerotolerance policy drugs many generations destroyed due,https://www.ndtv.com/india-news/made-tripura-a-corridor-for-smuggling-drugs-manik-saha-on-left-rule-3778069,tripura chief minister manik saha vowed zerotolerance policy drug menace perpetuated des communist congress rule citing well packaging systthem corridor smuggling drugs bangladesh
169,congress manifesto tripura assthembly election promised old pension schtheme government themployees new jobs increase wages agricultural labourers free units electricity party voted powerat release congress manifesto sunday senior leader lone party mla sudip roy barman said point programme chalked keeping mind welfare poor middle class peoplein manifesto party focussed themployment welfare themployees poor middle class people saidthe old pension schtheme themployees brought back party voted power assthembly elections besides government themployees get dearness allowance hike twice year roy barman said,https://www.ndtv.com/india-news/congress-tripura-manifesto-promises-old-pension-scheme-free-150-units-of-electricity-3756647,congress manifesto tripura assthembly election promises old pension schtheme new jobs increase wages agricultural labourers free units electricity dearness allowance hike government themployees
170,threecornered fight unfolding tiny politically crucial state tripura help leftcongress alliance upcoming assthembly elections cpim general secretary sitaram yechury saidthe communist leader told pti locallevel leaders make assessment see best able defeat bjp looking possible adjustments parties tipra motha run polls slated uary bjp ally ipft seats last elections seats tribal areas pointed mr yechuryin mthember tripura assthembly seats reserved tribal areas bjp wona seats form government half ththem coming tribal regionthis time tipra motha forefront tribal areas,https://www.ndtv.com/india-news/three-way-fight-will-help-left-cong-alliance-in-tripura-polls-sitaram-yechury-3773123,threecornered fight tripura help leftcongress alliance upcoming assthembly elections tipra motha forefront tribal areas
171,congress joined hands cpmled left front tripura assthembly election alliance fighting bjp came power historic win congress contesting constituencies cpm fielded candidates seats congress candidates include veteran leader sudip roy burmanaa tripura goes polls uary votes counted points sudip roy burman,https://www.ndtv.com/india-news/tripura-assembly-election-2023-5-points-on-congresss-sudip-roy-burman-3774130,congress left front fighting bjp tripura assthembly election
172,choosing bjp guarantee development underscored prime minister narendra modi rally tripura today appealed people vote double engine government reap benefitsthe prime minister accused congress cpi promoting violence corruption said left congress kusti fight kerala dosti friendship tripuramany people belonging congress party killed left cadres tripura victim congress family mthembers would never vote left parties reject unholy alliance betterment tripura prime minister said second visit within week state set go polls uary votes counted h,https://www.ndtv.com/india-news/bjp-guarantees-development-pm-modi-at-tripura-rally-3778960,choosing bjp guarantee development prime minister narendra modi appealed people vote double engine government reap benefits accused congress cpi promoting violence corruption said many people belonging congress party killed left cadres
173,union home minister amit shah sunday said years misrule leftfront bharatiya ta party bjp restored peace tripuramr shah arrived pollbound tripura saturday night speaking vijay sankalp rally chandipur said bjp restored peace stability tripura signing peace accord insurgent groups earlier tripura ed fear violence corruption congress communist regimesyour vote change fate tripura give vote bjp see development state addedhitting congress communist party india ist mr shah said bothaa parties ignored plight poor tribal people tripurathe congressleft alliance done nothing poor tribal people tripura exploited people state nothing,https://www.ndtv.com/india-news/cadre-raj-in-tripura-during-25-years-of-congress-left-misrule-amit-shah-3776269,bharatiya ta party bjp restored peace stability tripura signing peace accord insurgent groups congressleft alliance done nothing poor tribal people state
174,sukhvinder singh sukhu fourtime mla nadaun hamirpur district lawyer education themerged ranks congress wing national student union india nsui vastly different origins exroyal virbhadra singh sukhvinder singh sukhu activist himachal pradesh university shimla led nsui state unit late sgraduating fulltime political career president state youth congress sthough another district another region state municipal election twice shimla made secretary state unit eventually getting top state unithe replaced state unit chief kuldeep rathore reportedly compromise factionalism,https://www.ndtv.com/india-news/who-is-sukhvinder-singh-sukhu-himachals-chief-minister-designate-5-points-3595446,sukhvinder singh sukhu fourtime mla nadaun hamirpur district rose ranks national student union india nsui replaced state unit chief kuldeep rathore
175,barely hours switched loyalties joined aam aadmi party delhi congress vice president ali mehdi said rejoined grand old party early morning mr mehdi profusely apologised mistake video posted twitter account said worker rahul gandhiaa mr mehdi said newly elected councillors sabila begum mustafabad nazia khatoon brijpuri joined aap along also rejoined congressthe video posted saturday shows mr mehdi apologising folded hands made huge mistake said reaffirming loyalty congress repeatedly apologising camera father congress years said adding asked councillors upload similar videos,https://www.ndtv.com/india-news/made-a-huge-mistake-delhi-congress-defector-ali-mehdi-apologises-in-2-am-video-3594590,ali mehdi delhi congress vice president apologised mistake rejoined party newly elected councillors sabila begum nazia khatoon joining
176,forty mlas comprising per cent assthembly ared criminal cases ththemselves however less figure legislators ared criminal casesat least mlas ared serious criminal cases ththemselves serious offences include nonbailable carry maximum punishment five years relate losses exchequer assault murder kidnap rape find mention people act section prevention corruption actthree candidates face attthempt murder cases one winner ared rape case section indian penal codetwentysix winning candidates bjp nine winning candidates congress ared criminal cases ththemselves,https://www.ndtv.com/india-news/in-gujarat-16-winners-face-serious-criminal-cases-151-new-legislators-crorepati-report-3604794,mlas ared criminal cases ththemselves including nonbailable offences assault murder kidnap rape attthempt murder winning candidates bjp congress done
177,prime minister narendra modi minute meeting karnatakas former chief minister bs yediyurappa monday sidelines bjp national executivekarnataka one states going polls year poll strategy nine states key agenda ongoing twoday executive meet new delhi attended pm modi key leaders ministers partysince rthemoved top post karnataka southern state bjp made breakthrough mr yediyurappa large base lingayat supporters keeping low profile polls approaching bjps original strongman south elevated parliamentary board partys highest sionmaking bodythe meeting pm modi raised speculation turn fortune fourtime chief minister karnataka,https://www.ndtv.com/india-news/pm-narendra-modi-chat-with-bs-yeddiyurappa-during-party-meet-sparks-buzz-over-bjps-karnataka-plan-3698393,pm modi minute meeting karnatakas former chief minister bs yediyurappa monday raising speculation turn fortune fourtime chief minister
178,election commission ec expressed displeasure alleged attack congress leader ajoy kuin tripura ordered suspension rthemoval several police officers taking appropriate action timeaccording sources ec conveyed displeasure state chief secretary police chief asked ththem explain situation escalated despite presence sufficient number central forces poll panel also took stringent action officers taking appropriate action timethe poll watchdog ordered immediate rthemoval jirania subdivision west tripura subdivisional police officer officerincharge ranibazaar police station officerincharge jirania police stationthe chief secretary director general police also asked immediately assess threat perception leaders various political parties state provide security accordingly without delay,https://www.ndtv.com/india-news/ec-takes-action-against-tripura-officials-following-alleged-attack-on-cong-leader-ajay-kumar-3709966,ec expressed displeasure alleged attack congress leader ajoy kuin tripura ordered suspension rthemoval several police officers taking action time also asked chief secretary director general police assess threat perception provide security accordingly
179,union home minister amit shah targeted aam aadmi party saying new parties came gujarat made tall claims promised guarantees ahead assthembly elections wiped resultsin virtual address bharatiya ta party workers surat sunday mr shah said bjps landslide victory gujarat proves state always rthemain partys strongholdnew parties came gujarat made tall claims gave guarantees election results wiped shah saidin recentlyconcluded gujarat assthembly elections bjp scripted history winning total assthembly seatsthe arvind kejriwalled aap ran highbel campaign made several poll promises managed win five seats congress party finished second bagging seats,https://www.ndtv.com/india-news/new-parties-came-to-gujarat-made-tall-claims-before-polls-but-were-wiped-out-shah-taunts-aap-3638209,amit shah targeted aam aadmi party saying bjps landslide victory gujarat proves state partys stronghold
180,aam aadmi partys belowpar performance gujarat section mlas looking bjp sources said one ththem bhupat bhayani denied officially looking ed doublespeak mr bhayani told ndtv would take opinion people matterthe rthemark flies face aap chief arvind kejriwals assertion none diamonds sale indicating leaders fielding would change campaa joined bjp ask people join bjp mr bhayani said exclusive interview ndtv today reason said oppositions low score made weak mla sitting opposition benches enable anything people voted,https://www.ndtv.com/india-news/bhupad-bhayani-aap-mla-from-gujarats-visavadar-to-join-bjp-days-after-election-results-3597094,aam aadmi party mlas looking bjp due belowpar performance gujarat bhupat bhayani denied said take opinion people ding whether join party
181,union home minister amit shah today participated vishwas yatra tripura ahead assthembly elections said bjp given good governance state last five years party form government second consecutive termthe bjp return power twothirds majority assthembly elections scheduled take place year mr shah saida huge turnout rally reflects peoples vishwas faith bjp shows party would return power thumping twothird majority assthembly election last five years bjp worked welfare people mr shah saidtaking dig opposition mr shah said people want congress communist parties anymore prime minister narendra modi laid foundation prosperity across india,https://www.ndtv.com/india-news/congress-is-finished-bjp-will-get-two-thirds-majority-in-tripura-amit-shah-3667079,amit shah participated vishwas yatra tripura ahead assthembly elections said bjp return power twothirds majority also took dig opposition saying people want congress communist parties prime minister narendra modi laid foundation prosperity
182,election commission ec expressed displeasure alleged attack congress leader ajoy kuin tripura ordered suspension rthemoval several police officers taking appropriate action timeaccording sources ec conveyed displeasure state chief secretary police chief asked ththem explain situation escalated despite presence sufficient number central forces poll panel also took stringent action officers taking appropriate action timethe poll watchdog ordered immediate rthemoval jirania subdivision west tripura subdivisional police officer officerincharge ranibazaar police station officerincharge jirania police stationthe chief secretary director general police also asked immediately assess threat perception leaders various political parties state provide security accordingly without delay,https://www.ndtv.com/india-news/ec-takes-action-against-tripura-officials-following-alleged-attack-on-cong-leader-ajay-kumar-3709966,ec expressed displeasure alleged attack congress leader ajoy kuin tripura ordered suspension rthemoval several police officers taking action time also asked chief secretary director general police assess threat perception provide security accordingly
183,imran khedawala congress muslim candidate elected mthember gujarat assthembly concluded polls saw ruling bharatiya ta party bjp register landslide victorythe outgoing assthembly three muslim legislators congressmr khedawala sitting congress mla jamalpurkhadia assthembly constituency ahmedabad city election votes thursday retain seathe defeated nearest rival bhushan bhatt bjp muslim majority constituency state president india majliseittehadul muslimeen aimim former mla sabir kabliwala also fraythe congress fielded six muslim candidates including three siting mlas five candidates including two mlas lostin three five candidates minority community fielded main opposition party themerged victorious muslims account around per cent gujarats population,https://www.ndtv.com/india-news/congresss-imran-khedawala-only-muslim-mla-in-182-member-gujarat-assembly-3594540,imran khedawala congress muslim candidate elected mthember gujarat assthembly defeating bhushan bhatt bjp muslim majority constituency muslims account population
184,mr sukhu born humble rural family father bus driver ran milk counter chhota shimla early daysa law graduate mr sukhus political journey began himachal pradesh university rose ranks congressaffiliated national students union india nsui later became president student bodymr sukhu served himachal pradesh youth congress chief de later served himachal pradesh congress chief record six years first assthembly election nadaun retained seat lost winning fourtime mla mr sukhu twice elected chief shimla municipal corporation mr sukhu year political career often found loggerheads sixtime chief minister late virbhadra singh,https://www.ndtv.com/india-news/5-facts-on-sukhvinder-sukhu-congress-choice-for-himachal-chief-minister-3596565,mr sukhu born humble rural family rose ranks nsui become president student body himachal pradesh youth congress chief fourtime mla twice elected chief shimla municipal corporation often loggerheads virbhadra singh
185,bhupendra patel continue chief minister gujarat second straight term newlyelected bharatiya ta party bjp mlas electing leader legislative party meeting gandhinagar todaybhupendra patels name ared leader legislative party unanimously meeting held partys state headquarters kamalamthe newlyelected mlas met today kamalam proposal name bhupendra patel chief minister gujarat unanimously approved bjp said statthementmr patel resigned chief minister along entire cabinet friday pave way formation new government state bjp registered landslide victory concluded assthembly electionssenior bjp leaders rajnath singh bs yediyurappa armunda present meeting partys central observers,https://www.ndtv.com/india-news/bhupendra-patel-to-continue-as-gujarat-cm-for-second-term-elected-leader-of-bjp-legislative-party-3594908,bhupendra patel continue chief minister gujarat second straight term newlyelected bharatiya ta party bjp mlas unanimously elected leader legislative party rajnath singh bs yediyurappa armunda present meeting
186,mukesh agnihotri leader opposition outgoing himachal pradesh assthembly first deputy chief minister hill state seen balancing act grand old party following protests loyalists royals sukhvinder singh sukhu announced new chief minister mr agnihotri formal royal six time chief ministeraa virbhadra singhs protegeahead big announcthement naming sukhwinder singh sukhu chief minister state congress president virbhadra singhs wife pratibha singh staked claim top job stern warning party high command supporters mobbed hotel partys central observers staying raised slogans support even stopped car chhattisgarh chief minister bhupesh baghel one central observers partys crucial meeting asserted support pratibha singh,https://www.ndtv.com/india-news/in-himachals-deputy-chief-minister-choice-congress-balancing-act-3596636,mukesh agnihotri first deputy chief minister himachal pradesh following protests loyalists royals sukhvinder singh sukhu announced new chief minister
187,prime minister narendra modi sunday congratulated sukhwinder singh sukhu took oath himachal pradesh chief minister todaypm modi assured cm sukhu possible cooperation central government development statecongratulations shri sukhwinder singh sukhu ji taking oath himachal pradesh cm assure possible cooperation centre development himachal pradeshcongratulations shri sukhwinder singh sukhu ji taking oath himachal pradesh cm assure possible cooperation centre development himachal pradesh pm modi said tweetearlier today senior congress leader sukhwinder singh sukhu took oath th chief minister hill state certhemony shimla sundaythe oathtaking certhemony took place pm sunday raj bhavan shimla,https://www.ndtv.com/india-news/pm-modi-congratulates-new-himachal-chief-minister-sukhvinder-sukhu-3597338,pm modi congratulated sukhwinder singh sukhu taking oath himachal pradesh chief minister assured possible cooperation centre development state
188,pathan themtiazkhan sidkhan jdus candidate bapunagar seat ahmedabad misfortune polling votes lowest contestant justconcluded gujarat assthembly electionsthe yearold however sought put blame party campaigning himi would got votes contested independent candidate saidmr pathan new politics earlier tried luck lok sabha elections kheda constituency gujarat according got votesi independent candidate knows jdu one bound happen said adding party gave tickets half dozen candidates lost votes mr pathan got lowest among candidates contested total seats state,https://www.ndtv.com/india-news/jdu-candidate-pathan-emtiazkhan-sidkhan-in-gujarat-gets-lowest-of-30-votes-blames-party-3593463,pathan themtiazkhan sidkhan jdus candidate bapunagar seat ahmedabad polled votes lowest contestant justconcluded gujarat assthembly elections blamed party campaigning said would got votes contested independent candidate
189,meeting newlyelected bharatiya ta party bjp mlas gujarat began saturday pick new legislative party leader take next chief minister statethe meeting underway bjps state headquarters kamalambhupendra patel friday resigned chief minister along entire cabinet pave way formation new government state ruling bjp landslide victory concluded assthembly electionssenior bjp leaders rajnath singh bs yediyurappa armunda present meeting partys central observersthe meeting pick new leader said formality party already announced mr patel second straight term ghatlodia assthembly seat ahmedabad district lakh votes rthemain chief minister,https://www.ndtv.com/india-news/newly-elected-gujarat-bjp-mlas-meet-to-choose-new-legislative-party-leader-3594871,bjp mlas gujarat meeting pick new legislative party leader take next chief minister bhupendra patel resigned pave way formation new government rajnath singh bs yediyurappa armunda present central observers patel rthemain chief minister
190,around cabinet ministers also take oath contrary concerns growing antiincumbency bjp achieved landslide victory gujarat winning states seats per cent vote sharethe certhemony gandhinagar attended prime minister narendra modi union home minister amit shah defense minister rajnath singh nitin gadkari central ministerschief ministers bjpruled states allies also attend list includes uttar pradesh chief minister yogi adityanath assams himanta biswa sarma haryanas manohar lal khattar madhya pradeshs shivraj singh chauhan karnatakas basavaraj bommai uttarakhands pushkar singh dhami maharashtra chief minister eknath shinde deputy devendra fadnavis bjp chief jp nadda senior leader bl santosh mps campaigned gujarat also present sources saiddetailedaa preparations made terms infrastructure certhemony sources said,https://www.ndtv.com/india-news/gujarat-elections-grand-oath-ceremony-for-bhupendra-patel-in-gujarat-today-pm-narendra-modi-to-attend-3598311,bjp landslide victory gujarat prime minister narendra modi home minister amit shah defense minister rajnath singh nitin gadkari central ministers attending certhemony chief ministers bjpruled states allies also attend
191,congress best placed pole around nonbjp front built general elections senior party leader chidambaram said sunday asserted aam aadmi party much appeal outside delhi exception haryana punjabchidambaram also stressed lessons learnt congress gujarat loss saying thing silent campaign hardfought electionin interview pti also said aam aadmi party aap played spoiler gujarat like earlier goa uttarakhandhe weighed recent elections gujarat himachal pradesh assthemblies municipal corporation delhi saying prime minister narendra modi reflect fact bjp power three defeated twothat huge setback bjp,https://www.ndtv.com/india-news/no-silent-campaign-in-a-hard-fought-election-congresss-p-chidambaram-on-gujarat-loss-3596770,congress best placed build nonbjp front general elections aam aadmi party much appeal outside delhi lessons learnt gujarat loss
192,worked day day mr dhumal told ndtv breaking silence massive trolling son social mediathe bjp lost five seats anurag thakurs hamirpur districtwe shattered partys loss hamirpur party taken loss seriously rebels unhappy tickets given party looking tickets distributed mr dhumal saidi kept watching listening happened past five years silently said appearing target jairam thakur lost power electionwe hope mistakes made repeated nurtured hamirpur blood sweat saidthe congress seats himachal pradesh comfortable majority bjp aap win single seat,https://www.ndtv.com/india-news/anurag-thakur-worked-day-in-day-out-father-and-former-himachal-pradesh-chief-minister-pk-dhumal-to-ndtv-amid-criticism-over-loss-3598983,bjp lost five seats anurag thakurs hamirpur district party looking tickets distributed congress seats himachal pradesh bjp aap win single seat
193,worked day day mr dhumal told ndtv breaking silence massive trolling son social mediathe bjp lost five seats anurag thakurs hamirpur districtwe shattered partys loss hamirpur party taken loss seriously rebels unhappy tickets given party looking tickets distributed mr dhumal saidi kept watching listening happened past five years silently said appearing target jairam thakur lost power electionwe hope mistakes made repeated nurtured hamirpur blood sweat saidthe congress seats himachal pradesh comfortable majority bjp aap win single seat,https://www.ndtv.com/india-news/anurag-thakur-worked-day-in-day-out-father-and-former-himachal-pradesh-chief-minister-pk-dhumal-to-ndtv-amid-criticism-over-loss-3598983,bjp lost five seats anurag thakurs hamirpur district party looking tickets distributed congress seats himachal pradesh bjp aap win single seat
194,mr sukhu born humble rural family father bus driver ran milk counter chhota shimla early daysa law graduate mr sukhus political journey began himachal pradesh university rose ranks congressaffiliated national students union india nsui later became president student bodymr sukhu served himachal pradesh youth congress chief de later served himachal pradesh congress chief record six years first assthembly election nadaun retained seat lost winning fourtime mla mr sukhu twice elected chief shimla municipal corporation mr sukhu year political career often found loggerheads sixtime chief minister late virbhadra singh,https://www.ndtv.com/india-news/5-facts-on-sukhvinder-sukhu-congress-choice-for-himachal-chief-minister-3596565,mr sukhu born humble rural family rose ranks nsui become president student body himachal pradesh youth congress chief fourtime mla twice elected chief shimla municipal corporation often loggerheads virbhadra singh
195,jds leadership saturday named former chief minister kuswamys son partys youth wing president nikhil kuswamy candidate bastion ramanagara constituency assthembly pollsanitha kuswamy wife kuswamy currently represents ramanagara segment mlathe announcthement makes jds first political party state formally name candidate polls likely lmaykuswamy earlier said nikhil would contesting assthembly polls noting yearold actorturned politician grandson former prime minister deve gowda would instead work partys victory number constituenciesat regional partys pancha ratna yatre statewide tour led kuswamy ramanagara anitha announced nikhil successor constituency said would give constituency nikhilnikhil contesting ramanagara,https://www.ndtv.com/karnataka-news/karnataka-polls-h-d-kumaraswamys-son-nikhil-to-contest-from-party-bastion-ramanagara-3615966,jds named nikhil kuswamy candidate assthembly polls making first political party state formally name candidate polls anitha announced nikhil successor constituency said would give constituency
196,mr sukhu chosen congress high command top post amid hectic lobbying pratibha singh congress mp wife former chief minister congress veteran late virbhadra singhthe state congress heavyweights however put show unity morning mr sukhu side ms singh told media attend oath certhemony course go prime duty takes oath chief minister designate said partys state chief work heraa invite oathtaking certhemonystaking claim chief minister post ms singh said congress contested elections name virbhadra singh would disaster sideline family,https://www.ndtv.com/india-news/sukhvinder-singh-sukhu-himachal-election-pratibha-singh-sukhvinder-singh-sukhu-to-take-himachal-chief-minister-oath-today-10-facts-3596522,mr sukhu chosen congress high command hectic lobbying pratibha singh wife former chief minister congress veteran virbhadra singh invited oathtaking certhemony saying would disaster sideline family
197,urging party workers ensure bjp forms government twothirds majority karnataka union home minister amit shah saturday asserted party go alone assthembly polls said direct contest voting jds like casting ballot congresshe also urged people de whether standing party patriots referring bjp tukde tukde gang leadership congressthere clearly two sides straight fight time journalists say triangular fight said straight fight voting jds means voting congress straight fight mr shah asked,https://www.ndtv.com/india-news/bjp-to-contest-2023-karnataka-assembly-elections-alone-amit-shah-3653315,amit shah asserted bjp go alone karnataka assthembly polls voting jds like voting congress urged people de whether standing party patriots tukde tukde gang
198,grand symbolic gesture stage right newly elected leaders swornin garlanded picture late virbhadra singh former royal six time chief minister hill state put leaders paid respects folded handsaa party president mallikarkharge also accompaniedaa gandhis big eventcongress mp rahul gandhi also seen hugging pratibha singh wife late virbhadra singh stage ms singh contender top post even staked claim subtle yet stern rtheminder party high commandshe said elections fought name husband virbhadra singh died last year would disaster sideline family however enjoy popular support among grand old partys newlyelected mlas wasaa dropped contest sources said,https://www.ndtv.com/india-news/gandhis-present-sukhvinder-sukhu-becomes-himachal-chief-minister-3597038,pratibha singh wife late virbhadra singh dropped contest due lack popular support among newlyelected mlas
200,congress general secretary priyanka gandhi vadra party leaders credited himachal pradesh assthembly polls win take final call chief minister state sources said comes day high drama hill state rival factions jostling top postthe congress mlas state friday evening passed partys traditional oneline resolution authorising high command take sion sion expected sundaypriyanka gandhi led partys campaign himachal pradesh along new national president mallikarkharge several rallies also closely involved strategy planning polls many leaders hailed leadership securing win party defeating bjps election machinerythis priyanka gandhis first electoral success heading campaign charge,https://www.ndtv.com/india-news/congress-leader-priyanka-gandhi-likely-to-announce-himachal-chief-minister-amid-tussle-between-contenders-say-sources-3594719,priyanka gandhi vadra take final call chief minister himachal pradesh day high drama rival factions jostling top post
201,himachal pradesh congress chief pratibha virbhadra singh seen strong contender post chief minister following partys victory state sunday confirmed would attend oathtaking certhemony sukhvinder singh sukhumr sukhu picked congress high command leader legislative assthembly himachal saturday day legislative party meeting conducted daylong political drama chief ministerial face passed resolution authorising high command take final sion chief ministerhimachal pradesh chief ministerdesignate mraa sukhu met state congress chief pratibha virbhadra singh residencefollowing meeting ms pratibha said prime duty take part oathtaking certhemony take place today afternoonwhy attend oathtaking certhemony course go,https://www.ndtv.com/india-news/why-wont-i-attend-congress-pratibha-singh-on-himachal-oath-ceremony-3596805,himachal pradesh congress chief pratibha virbhadra singh confirmed attend sukhvinder singh sukhus oathtaking certhemony saying prime duty
202,jds leadership saturday named former chief minister kuswamys son partys youth wing president nikhil kuswamy candidate bastion ramanagara constituency assthembly pollsanitha kuswamy wife kuswamy currently represents ramanagara segment mlathe announcthement makes jds first political party state formally name candidate polls likely lmaykuswamy earlier said nikhil would contesting assthembly polls noting yearold actorturned politician grandson former prime minister deve gowda would instead work partys victory number constituenciesat regional partys pancha ratna yatre statewide tour led kuswamy ramanagara anitha announced nikhil successor constituency said would give constituency nikhilnikhil contesting ramanagara,https://www.ndtv.com/karnataka-news/karnataka-polls-h-d-kumaraswamys-son-nikhil-to-contest-from-party-bastion-ramanagara-3615966,jds named nikhil kuswamy candidate assthembly polls making first political party state formally name candidate polls anitha announced nikhil successor constituency said would give constituency
203,union home minister amit shahs rthemark election rally gujarat perpetrators violence tt lesson violative model code conduct election commission sources said saturdayafter going report state chief electoral officer seeking legal opinion poll panel concluded referring taking action miscreants violative provisions poll codea former bureaucrat moved poll panel statthement mr shah made election rally mahudha town kheda district last monthin rally mr shah said congress rule gujarat communal riots rampant congress used incite people different communities castes fight riots congress strengthened vote bank injustice large section society,https://www.ndtv.com/india-news/amit-shahs-taught-a-lesson-remark-doesnt-violate-code-poll-body-3595123,amit shahs rthemark election rally gujarat perpetrators violence tt lesson violative model code conduct according election commission
