Input_Text,,Source,,Summary
"Mr Sukhu was born into a humble rural family. His father was a bus driver while he ran a milk counter at Chhota Shimla in his early days.A law graduate, Mr Sukhu's political journey began at Himachal Pradesh University where he rose through the ranks of the Congress-affiliated National Students' Union of India (NSUI) and later became the president of the student body.Mr Sukhu served as the Himachal Pradesh Youth Congress chief for a decade and later served as the Himachal Pradesh Congress chief for a record six years from 2013 to 2019. In 2003, he won his first assembly election from Nadaun, retained his seat in 2007, lost in 2012 before winning it again in 2017 and 2022.A four-time MLA, Mr Sukhu was twice elected as the chief of the Shimla Municipal Corporation. Mr Sukhu, during his 40-year political career, often found himself at loggerheads with six-time Chief Minister, the late Virbhadra Singh.",,https://www.ndtv.com/india-news/5-facts-on-sukhvinder-sukhu-congress-choice-for-himachal-chief-minister-3596565,,"Mr Sukhu was born into a humble rural family and rose through the ranks of the NSUI to become the president of the student body and the Himachal Pradesh Youth Congress chief. He was a four-time MLA and twice elected as the chief of the Shimla Municipal Corporation, often at loggerheads with Virbhadra Singh."
"JD(S) leadership on Saturday named former Chief Minister H D Kumaraswamy's son and party's youth wing president Nikhil Kumaraswamy as candidate from its bastion of Ramanagara constituency, for the 2023 Assembly polls.Anitha Kumaraswamy, who is the wife of Kumaraswamy, currently represents Ramanagara segment as MLA.The announcement makes JD(S) the first political party in the State to formally name a candidate for the polls, which is likely by April-May.Kumaraswamy, earlier in July, had said Nikhil would not be contesting the Assembly polls, noting that the 32-year-old actor-turned politician, who is the grandson of former prime minister H D Deve Gowda, would instead work for the party's victory in a number of other constituencies.At the regional party's 'Pancha Ratna Yatre' (Statewide tour) led by Kumaraswamy in Ramanagara, Anitha announced Nikhil as her successor in the constituency, and said she would give up her constituency for Nikhil.""Nikhil will be contesting from Ramanagara.",,https://www.ndtv.com/karnataka-news/karnataka-polls-h-d-kumaraswamys-son-nikhil-to-contest-from-party-bastion-ramanagara-3615966,,"JD(S) has named Nikhil Kumaraswamy as its candidate for the 2023 Assembly polls, making him the first political party in the State to formally name a candidate for the polls. Anitha announced Nikhil as her successor in the constituency, and said she would give up her constituency for him."
"Mr Sukhu, 58, was chosen by the Congress high command for the top post amid hectic lobbying by Pratibha Singh, Congress MP and the wife of former Chief Minister and Congress veteran, the late Virbhadra Singh.The state Congress heavyweights, however, put up a show of unity this morning. Mr Sukhu by her side, Ms Singh told the media, ""Why won't I attend his oath ceremony? Of course, I will go. It is my prime duty to be there with him as he takes oath."" The Chief Minister designate then said, ""She is the party's state chief and we all work under her.Ã‚ I am here to invite her to the oath-taking ceremony.""Staking claim to the Chief Minister post, Ms Singh had said the Congress contested and won the elections in the name of Virbhadra Singh, and it would be ""a disaster"" to sideline his family.",,https://www.ndtv.com/india-news/sukhvinder-singh-sukhu-himachal-election-pratibha-singh-sukhvinder-singh-sukhu-to-take-himachal-chief-minister-oath-today-10-facts-3596522,,"Mr Sukhu was chosen by the Congress high command after hectic lobbying by Pratibha Singh, the wife of former Chief Minister and Congress veteran Virbhadra Singh. She invited him to the oath-taking ceremony, saying it would be ""a disaster"" to sideline his family."
"Urging party workers to ensure that BJP forms a government with two-thirds majority in Karnataka, Union Home Minister Amit Shah on Saturday asserted that the party will go alone in the 2023 assembly polls, and said it will be a direct contest as voting for JD(S) is like casting the ballot for Congress.He also urged people to decide whether they are standing with a party of patriots, referring to the BJP, or with ""tukde tukde gang"" under the leadership of Congress.""There are clearly two sides and it is a straight fight this time. Journalists say there is a triangular fight. I said no, it is a straight fight, because voting for JD(S) means voting for Congress. So, is it a straight fight or not?"" Mr Shah asked.",,https://www.ndtv.com/india-news/bjp-to-contest-2023-karnataka-assembly-elections-alone-amit-shah-3653315,,"Amit Shah asserted that the BJP will go alone in the 2023 Karnataka assembly polls, and that voting for JD(S) is like voting for Congress. He urged people to decide whether they are standing with a party of patriots or with a ""tukde tukde gang""."
"In a grand symbolic gesture on stage right after the newly elected leaders were sworn-in, a garlanded picture of late Virbhadra Singh, former royal and six time Chief Minister of the hill state, was put up and all leaders paid their respects with folded hands.Ã‚ Party president Mallikarjun Kharge also accompaniedÃ‚ the Gandhis for the big event.Congress MP Rahul Gandhi was also seen hugging Pratibha Singh, wife of late Virbhadra Singh, on stage. Ms Singh was the other contender for the top post, and had even staked claim with a subtle yet stern reminder to the party high command.She had said the elections were fought and won in the name of her husband Virbhadra Singh, who died last year, and it would be ""a disaster"" to sideline his family. However, she doesn't enjoy popular support among the grand old party's newly-elected 40 MLAs which is why she wasÃ‚ dropped from the contest, sources said.",,https://www.ndtv.com/india-news/gandhis-present-sukhvinder-sukhu-becomes-himachal-chief-minister-3597038,,"Pratibha Singh, wife of late Virbhadra Singh, was dropped from the contest due to lack of popular support among the newly-elected 40 MLAs."
,,,,
"Congress General Secretary Priyanka Gandhi Vadra, who party leaders credited for the Himachal Pradesh Assembly polls win, will take the final call on who will be the Chief Minister of the state, sources have said. This comes after a day of high drama in the hill state, with rival factions jostling for the top post.The 40 Congress MLAs in the state on Friday evening passed the party's traditional one-line resolution, authorising the ""high command"" to take a decision. The decision is expected by SundayPriyanka Gandhi led the party's campaign in Himachal Pradesh, along with new national president Mallikarjun Kharge, with several rallies, and was also closely involved in strategy planning for the polls. Many leaders hailed her leadership in securing the win for the party and defeating the BJP's election machinery.This is Priyanka Gandhi's first electoral success while heading the campaign charge.",,https://www.ndtv.com/india-news/congress-leader-priyanka-gandhi-likely-to-announce-himachal-chief-minister-amid-tussle-between-contenders-say-sources-3594719,,"Priyanka Gandhi Vadra will take the final call on who will be the Chief Minister of Himachal Pradesh after a day of high drama, with rival factions jostling for the top post."
"Himachal Pradesh Congress Chief Pratibha Virbhadra Singh, who was seen as a strong contender for the post of Chief Minister following the party's victory in the state, on Sunday confirmed that she would attend the oath-taking ceremony of Sukhvinder Singh Sukhu.Mr Sukhu was picked by the Congress high command as the leader of the legislative assembly of Himachal on Saturday, a day after the legislative party meeting conducted after a day-long political drama over the chief ministerial face, passed a resolution authorising the high command to take the final decision on the chief minister.Himachal Pradesh Chief Minister-designate MrÃ‚ Sukhu met State Congress Chief Pratibha Virbhadra Singh at her residence.Following the meeting, Ms Pratibha said that it is her ""prime duty"" to take part in the oath-taking ceremony which will take place today afternoon.""Why won't I attend his oath-taking ceremony? Of course, I will go.",,https://www.ndtv.com/india-news/why-wont-i-attend-congress-pratibha-singh-on-himachal-oath-ceremony-3596805,,"Himachal Pradesh Congress Chief Pratibha Virbhadra Singh confirmed that she will attend Sukhvinder Singh Sukhu's oath-taking ceremony, saying it is her ""prime duty"" to do so."
"JD(S) leadership on Saturday named former Chief Minister H D Kumaraswamy's son and party's youth wing president Nikhil Kumaraswamy as candidate from its bastion of Ramanagara constituency, for the 2023 Assembly polls.Anitha Kumaraswamy, who is the wife of Kumaraswamy, currently represents Ramanagara segment as MLA.The announcement makes JD(S) the first political party in the State to formally name a candidate for the polls, which is likely by April-May.Kumaraswamy, earlier in July, had said Nikhil would not be contesting the Assembly polls, noting that the 32-year-old actor-turned politician, who is the grandson of former prime minister H D Deve Gowda, would instead work for the party's victory in a number of other constituencies.At the regional party's 'Pancha Ratna Yatre' (Statewide tour) led by Kumaraswamy in Ramanagara, Anitha announced Nikhil as her successor in the constituency, and said she would give up her constituency for Nikhil.""Nikhil will be contesting from Ramanagara.",,https://www.ndtv.com/karnataka-news/karnataka-polls-h-d-kumaraswamys-son-nikhil-to-contest-from-party-bastion-ramanagara-3615966,,"JD(S) has named Nikhil Kumaraswamy as its candidate for the 2023 Assembly polls, making him the first political party in the State to formally name a candidate for the polls. Anitha announced Nikhil as her successor in the constituency, and said she would give up her constituency for him."
"Union Home Minister Amit Shah's remark at an election rally in Gujarat that perpetrators of violence were ""taught a lesson"" in 2002 was not violative of the model code of conduct, Election Commission sources said on Saturday.After going through the report of the state chief electoral officer and seeking legal opinion, the poll panel concluded that referring to taking action against ""miscreants"" was not violative of the provisions of the poll code.A former bureaucrat had moved the poll panel over the statement Mr Shah made at an election rally in Mahudha town of Kheda district last month.In the rally, Mr Shah had said, ""During the Congress rule in Gujarat (before 1995), communal riots were rampant. Congress used to incite people of different communities and castes to fight against each other. Through such riots, Congress strengthened its vote bank and did injustice to a large section of the society.",,https://www.ndtv.com/india-news/amit-shahs-taught-a-lesson-remark-doesnt-violate-code-poll-body-3595123,,"Amit Shah's remark at an election rally in Gujarat that perpetrators of violence were ""taught a lesson"" in 2002 was not violative of the model code of conduct, according to the Election Commission."
"In poll-bound Meghalaya, two of the five Congress MLAs joined the ruling National People's Party (NPP) on Monday evening, six days after the four MLAs of different political parties joined the BJP.Congress legislators -- Mazel Ampareen Lyngdoh and Mohendro Rapsang -- resigned from the Assembly on Monday and then in the evening, joined the NPP at a ceremony, where Chief Minister and NPP President Conrad K Sangma, Rajya Sabha MP and NPP state President WRÃ‚ Kharlukhi and other senior leaders were present.With Lyngdoh and Rapsang quitting, the Congress now has three MLAs in the 60-member Meghalaya Assembly.The Congress earlier suspended all the five party MLAs for their hobnobbing with the NPP leadership, specially the Chief Minister. However, in the Assembly records, they are still Congress members.In the 2018 Assembly election, the Congress won 21 seats.",,https://www.ndtv.com/india-news/ahead-of-polls-2-of-5-congress-mlas-join-meghalaya-ruling-party-3621704,,"Two of the five Congress MLAs in Meghalaya have joined the ruling National People's Party (NPP), leaving the Congress with three MLAs in the 60-member Assembly. The Congress earlier suspended all the five party MLAs for their hobnobbing with the NPP leadership."
"In poll-bound Meghalaya, two of the five Congress MLAs joined the ruling National People's Party (NPP) on Monday evening, six days after the four MLAs of different political parties joined the BJP.Congress legislators -- Mazel Ampareen Lyngdoh and Mohendro Rapsang -- resigned from the Assembly on Monday and then in the evening, joined the NPP at a ceremony, where Chief Minister and NPP President Conrad K Sangma, Rajya Sabha MP and NPP state President WRÃ‚ Kharlukhi and other senior leaders were present.With Lyngdoh and Rapsang quitting, the Congress now has three MLAs in the 60-member Meghalaya Assembly.The Congress earlier suspended all the five party MLAs for their hobnobbing with the NPP leadership, specially the Chief Minister. However, in the Assembly records, they are still Congress members.In the 2018 Assembly election, the Congress won 21 seats.",,https://www.ndtv.com/india-news/ahead-of-polls-2-of-5-congress-mlas-join-meghalaya-ruling-party-3621704,,"Two of the five Congress MLAs in Meghalaya have joined the ruling National People's Party (NPP), leaving the Congress with three MLAs in the 60-member Assembly. The Congress earlier suspended all the five party MLAs for their hobnobbing with the NPP leadership."
"The Congress is best placed to be the ""pole"" around which a non-BJP front can be built for the 2024 general elections, senior party leader P Chidambaram said on Sunday and asserted that the Aam Aadmi Party does not have much appeal outside Delhi with the exception of Haryana and Punjab.Chidambaram also stressed that there were lessons to be learnt by the Congress from the Gujarat loss, saying there is no such thing as a ""silent"" campaign in a hard-fought election.In an interview with PTI, he also said the Aam Aadmi Party (AAP) played spoiler in Gujarat, like it did earlier in Goa and Uttarakhand.He weighed in on the recent elections in Gujarat, Himachal Pradesh assemblies and the Municipal Corporation of Delhi, saying Prime Minister Narendra Modi should reflect on the fact that the BJP was in power in all three but was defeated in two.""That is a huge setback for the BJP.",,https://www.ndtv.com/india-news/no-silent-campaign-in-a-hard-fought-election-congresss-p-chidambaram-on-gujarat-loss-3596770,,"The Congress is best placed to build a non-BJP front for the 2024 general elections, as the Aam Aadmi Party does not have much appeal outside Delhi, and there are lessons to be learnt from the Gujarat loss."
"The Big North East Polls: In February-March 2023, three Northeast states - Meghalaya, Tripura and Nagaland - will be voting. By November, Mizoram is also expected to go to polls. The BJP is in power in Tripura with a local ally IPFT, and is a junior partner of regional allies in Nagaland and Meghalaya. In Mizoram, the contest is between the Congress and the ruling Mizo National Front. A special focus will be on Tripura, which the BJP won for the first time in 2018 but is now facing a massive rebellion in its ranks.Karnataka: The BJP's sole stronghold in South India will vote in May 2023. The electoral battle will primarily involve the ruling BJP and the Opposition Congress, with the Janata Dal (Secular) likely to be a major factor in parts of Southern Karnataka.",,https://www.ndtv.com/india-news/which-states-vote-in-2023-your-guide-to-the-semi-finals-for-2024-elections-3653254,,"The Big North East Polls will take place in February-March 2023, with the BJP in power in Tripura, Nagaland and Meghalaya, and the Congress in Mizoram. Karnataka will vote in May 2023."
"Imran Khedawala of the Congress is the only Muslim candidate elected to the 182-member Gujarat Assembly in the just concluded polls, which saw the ruling Bharatiya Janata Party (BJP) register a landslide victory.The outgoing Assembly had three Muslim legislators, all from the Congress.Mr Khedawala, the sitting Congress MLA from the Jamalpur-Khadia Assembly constituency in Ahmedabad city, won the election by a margin of 13,658 votes on Thursday to retain the seat.He defeated his nearest rival, Bhushan Bhatt of the BJP, in the Muslim majority constituency, where state president of the All India Majlis-E-Ittehadul Muslimeen (AIMIM) and former MLA Sabir Kabliwala was also in the fray.The Congress had fielded six Muslim candidates, including three siting MLAs. Of these, five candidates, including two MLAs, lost.In 2017, three of five candidates from the minority community fielded by the main Opposition party had emerged victorious. Muslims account for around 10 per cent of Gujarat's population.",,https://www.ndtv.com/india-news/congresss-imran-khedawala-only-muslim-mla-in-182-member-gujarat-assembly-3594540,,"Imran Khedawala of the Congress is the only Muslim candidate elected to the 182-member Gujarat Assembly, defeating Bhushan Bhatt of the BJP in the Muslim majority constituency. Muslims account for 10% of the population."
"Tibetan spiritual leader Dalai Lama on Sunday congratulated Sukhvinder Singh Sukhu on being sworn in as the chief minister of Himachal Pradesh.""India has been my home for more than 62 years now and I have been happy to reside most of that time here in Dharamshala, Himachal Pradesh. Consequently, I often refer to the chief minister as 'our chief minister',"" the Dalai Lama wrote.""I deeply appreciate the friendship and hospitality that the people from all walks of life in Himachal Pradesh have shown me and my fellow Tibetans all these years,"" he said.Four-time Congress MLA Sukhu, 58, was on Sunday sworn in as the 15th chief minister of Himachal Pradesh after his party's victory in the just-concluded assembly polls.In his message to the new chief minister, the Dalai Lama wrote: ""Like other places in the state, Dharamshala has grown and developed tremendously since I first arrived in McLeod Ganj in May 1960.",,https://www.ndtv.com/india-news/wish-you-every-success-dalai-lama-congratulates-new-himachal-chief-minister-sukhwinder-sukhu-3597437,,"The Dalai Lama congratulated Sukhvinder Singh Sukhu on being sworn in as the 15th chief minister of Himachal Pradesh, expressing his gratitude for the friendship and hospitality shown to him and his fellow Tibetans."
"Tripura Chief Minister Manik Saha has opted for a rather straightforward campaign for the upcoming polls in the state. He was seen going door-to-door, urging people to vote for the BJP government claiming that it has achieved massive development in the state in the last five years.""A huge development has been achieved in all the fields in Tripura. That's why the opponents don't have any proper issue,"" said Mr Saha.Referring to political clashes between BJP and Congress supporters within hours of the poll date announcement, he said: ""The incidents of Majlishpur was not intended. But the opposition is trying to create a problem to defame our party.""Several people were injured in a clash between BJP and Congress supporters in Tripura's Majlishpur. The clash took place just half an hour after the Election Commission announced the dates for the assembly election in the state.",,https://www.ndtv.com/india-news/tripura-chief-ministers-door-to-door-campaign-for-upcoming-polls-3709361,,"Tripura Chief Minister Manik Saha has gone door-to-door to urge people to vote for the BJP government, claiming that it has achieved massive development in the last five years. He also referred to political clashes between BJP and Congress supporters within hours of the poll date announcement, saying the opposition is trying to create a problem to defame the party."
"The Uttar Pradesh government on Wednesday appointed a five-member commission for providing reservation to Other Backward Classes in urban local body elections.The panel will be headed by Justice (Retd) Ram Avtar Singh.A notification on the panel's constitution, issued by the Urban Development department, said the commission term would be for a six-month period from the day of taking charge.The constitution of the commission comes a day after the Lucknow bench of Allahabad High Court quashed the state government's draft notification on urban local body elections and ordered it to hold the polls without reservation for the Other Backward Classes.Ã‚ (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.).",,https://www.ndtv.com/india-news/local-body-polls-reservation-panel-formed-after-court-setback-for-up-3645383,,"The Uttar Pradesh government has appointed a five-member commission to provide reservation to Other Backward Classes in urban local body elections, headed by Justice (Retd) Ram Avtar Singh. The commission term will be for a six-month period."
"Pathan Emtiazkhan Sidkhan, JD(U)'s candidate from Bapunagar seat in Ahmedabad, had the misfortune of polling just 30 votes, the lowest by any contestant in the just-concluded Gujarat assembly elections.The 45-year-old, however, sought to put the blame on his party for not campaigning for him.""I would have got more votes had I contested as an independent candidate,"" he said.Mr Pathan is not new to politics. He had earlier tried his luck in the 2019 Lok Sabha elections from Kheda constituency in Gujarat and, according to him, he had got over 5,000 votes.""I was an independent candidate then. But who knows JD(U) here? No one. This was bound to happen,"" he said, adding that the party gave tickets to about half a dozen candidates and all lost. The votes Mr Pathan got were the lowest among the 1,621 candidates who contested for a total of 182 seats in the state.",,https://www.ndtv.com/india-news/jdu-candidate-pathan-emtiazkhan-sidkhan-in-gujarat-gets-lowest-of-30-votes-blames-party-3593463,,"Pathan Emtiazkhan Sidkhan, JD(U)'s candidate from Bapunagar seat in Ahmedabad, polled just 30 votes, the lowest by any contestant in the just-concluded Gujarat assembly elections. He blamed his party for not campaigning for him and said he would have got more votes had he contested as an independent candidate."
"BJP's victory in the recently held Kurhani by-election in Bihar was a reflection of people's anger against Chief Minister Nitish Kumar and his 'Mahagathbandhan' government, political strategist-turned-politician Prashant Kishor claimed.Prashant Kishor, who is on a 3,500 km-long padayatra in the state, also said that he had found out during interactions with people that they were fed up with the ""rampant corruption"" in Bihar.Talking to reporters at Ghodasahan area in Motihari (East Champaran), Mr Kishor on Friday said, ""People are not happy with the performance of the 'Mahagathbandhan' government. I have been interacting with people over the last several days, and I can say with full confidence that they are fed up with rampant corruption in the state. The Kurhani bypoll result is a reflection of people's anger against Nitish Kumar.""The BJP on Wednesday wrested the Kurhani assembly seat from the ruling multi-party coalition.",,https://www.ndtv.com/india-news/prashant-kishor-shreds-nitish-kumar-blames-mahagathbandhan-over-kurhani-bypoll-loss-3594558,,"The BJP's victory in the Kurhani by-election in Bihar was a reflection of people's anger against Chief Minister Nitish Kumar and his 'Mahagathbandhan' government, according to Prashant Kishor, who is on a 3,500 km-long padayatra in the state."
"The BJP is going to allure several Vokkaliga leaders from ""panchayat to Parliament"" into its fold from Karnataka's Old Mysuru region ahead of the Assembly polls in the southern state due later this year, party leaders said on Sunday.They said the Bharatiya Janata Party (BJP) has already been working on the ground and reaching out to like-minded people in the run-up to the election.BJP's Karnataka in-charge Arun Singh said the saffron party will win a record number of seats from the region, where it has been working on the ground and engaging in booth-level activities for quite some time.""There are seven Vokkaliga ministers in the Karnataka government. The community has also been represented at the Centre. There is space for all communities in the BJP. We believe in the philosophy of 'Sabka Sath, Sabka Vikas',"" Singh, a general secretary of the party, said.",,https://www.ndtv.com/india-news/karnataka-assembly-polls-this-is-bjps-strategy-for-old-mysuru-region-3654744,,"The Bharatiya Janata Party (BJP) is alluring several Vokkaliga leaders from ""panchayat to Parliament"" into its fold ahead of the Assembly polls in Karnataka's Old Mysuru region, where it has been working on the ground and engaging in booth-level activities for some time."
"Surprise Move: Mr Patel replaced Vijay Rupani as the Chief Minister of Gujarat in a surprise move in September last year. He was believed to be the choice of Prime Minister Narendra Modi and Union Home Minister Amit Shah.The Patidar Factor: Electoral arithmetic had a key role in Mr Rupani's replacement by Mr Patel. The Patidars, one of the most politically crucial groups in Gujarat, have been upset with the BJP and demanding a Chief Minister from their community. This time, the BJP performed extremely well in Patidar-dominated seats in the state.Massive Victory: The BJP's election arithmetic led to a record victory under the leadership of Mr Patel. While the party won 156 out of the total 182 seats, Mr Patel himself won by a margin of 1.92 lakh votes from his Ghatlodia seat in Ahmedabad.",,https://www.ndtv.com/india-news/bhupendra-patel-the-man-who-broke-narendras-record-in-gujarat-5-facts-3598472,,"Mr Patel replaced Vijay Rupani as the Chief Minister of Gujarat in September last year due to the Patidar Factor. The BJP's election arithmetic led to a record victory, with Mr Patel winning by 1.92 lakh votes."
"Congress leader Sukhvinder Singh Sukhu who took oath as the Chief Minister of Himachal Pradesh on Sunday said that his government will implement OPS (Old Pension Scheme) in the first cabinet meeting.""We have given 10 guarantees and we will implement them. We will give transparent and honest government. We will implement OPS (Old Pension Scheme) in the first cabinet meeting,"" Sukhvinder Singh Sukhu told ANI.Earlier, Rajasthan Chief Minister Ashok Gehlot on Friday said the Old Pension Scheme was the key to the party winning the Himachal Pradesh Assembly elections.Addressing a press conference, Gehlot called OPS an 'important issue for society'.""Every person has the right to live. OPS helps people in drawing sufficient pensions in old age. I also urge the Centre to implement such beneficial schemes throughout the country,"" he had said.",,https://www.ndtv.com/india-news/will-implement-old-pension-scheme-in-first-cabinet-meeting-himachal-pradesh-cm-3597491,,"Sukhu's government will implement OPS (Old Pension Scheme) in the first cabinet meeting, and Rajasthan Chief Minister Ashok Gehlot has called it an important issue for society."
"Prime Minister Narendra Modi had a 15-minute meeting with Karnataka's former Chief Minister BS Yediyurappa on Monday on the sidelines of the BJP national executive.Karnataka is one of the states going to polls this year. Poll strategy for these nine states was the key agenda of the ongoing two-day executive meet in New Delhi, which is being attended by PM Modi and the key leaders and ministers of the party.Since being removed from the top post in Karnataka - the only southern state where the BJP has made a breakthrough - Mr Yediyurappa, who has a large base of Lingayat supporters, has been keeping a low profile. But with the polls approaching, the BJP's original strongman in the south has been elevated to the parliamentary board - the party's highest decision-making body.The meeting with PM Modi has raised speculation about a turn in fortune for the four-time Chief Minister of Karnataka.",,https://www.ndtv.com/india-news/pm-narendra-modi-chat-with-bs-yeddiyurappa-during-party-meet-sparks-buzz-over-bjps-karnataka-plan-3698393,,"PM Modi had a 15-minute meeting with Karnataka's former Chief Minister BS Yediyurappa on Monday, raising speculation about a turn in fortune for the four-time Chief Minister."
"As assembly elections in Karnataka are due in the next few months, Congress President Mallikarjun Kharge has called a meeting of the party's senior leaders from the state on Monday in New Delhi, to discuss the preparations and the strategy for the polls.According to a party functionary, 14 leaders from the state, including Karnataka Congress President D K Shivakumar, and state Legislature Party leader Siddaramaiah, among others will be attending the meeting at the AICC office in the national capital.Amid signs of factionalism within the state unit, Kharge is likely to instruct the party leaders to work in a united manner for ensuring victory, the functionary said, adding that discussions are likely to take place regarding preparations, tour plans, preliminary discussions regarding candidate selection, among others.",,https://www.ndtv.com/karnataka-news/ahead-of-polls-mallikarjun-kharge-to-meet-14-karnataka-congress-leaders-in-delhi-3597541,,"Mallikarjun Kharge has called a meeting of senior leaders from Karnataka to discuss preparations and strategy for the assembly elections. 14 leaders from the state, including Shivakumar and Siddaramaiah, will attend. Kharge is likely to instruct them to work together for victory."
"West Bengal Chief Minister and Trinamool Congress boss, Mamata Banerjee, officially launched her party's campaign for next month's assembly elections in the northeastern states of Meghalaya, Nagaland, and Tripura on Wednesday.The campaign kick-off took place at a large public rally in Mendipathar, North Garo Hills district of Meghalaya, where Trinamool leaders, including Abhishek Banerjee, were present. It came on the same day when election dates for all three states were announced.In her speech, Ms Banerjee announced that the Trinamool's primary focus in the elections is to fend off the BJP and its ""proxies.""She specifically accused the government of Meghalaya, led by Conrad Sangma of the National People's Party (NPP), of being ""a proxy government"" for the BJP and ""taking dictation"" from Delhi and Guwahati - a veiled reference to Assam Chief Minister Himanta Biswa Sarma, the BJP's strategist in the northeast.",,https://www.ndtv.com/india-news/mamata-banerjee-launches-meghalaya-campaign-slams-delhi-guwahati-proxy-3703520,,"Mamata Banerjee officially launched her party's campaign for next month's assembly elections in the northeastern states of Meghalaya, Nagaland, and Tripura, accusing the NPP of being a proxy government for the BJP and taking dictation from Delhi."
"Tibetan spiritual leader Dalai Lama on Sunday congratulated Sukhvinder Singh Sukhu on being sworn in as the chief minister of Himachal Pradesh.""India has been my home for more than 62 years now and I have been happy to reside most of that time here in Dharamshala, Himachal Pradesh. Consequently, I often refer to the chief minister as 'our chief minister',"" the Dalai Lama wrote.""I deeply appreciate the friendship and hospitality that the people from all walks of life in Himachal Pradesh have shown me and my fellow Tibetans all these years,"" he said.Four-time Congress MLA Sukhu, 58, was on Sunday sworn in as the 15th chief minister of Himachal Pradesh after his party's victory in the just-concluded assembly polls.In his message to the new chief minister, the Dalai Lama wrote: ""Like other places in the state, Dharamshala has grown and developed tremendously since I first arrived in McLeod Ganj in May 1960.",,https://www.ndtv.com/india-news/wish-you-every-success-dalai-lama-congratulates-new-himachal-chief-minister-sukhwinder-sukhu-3597437,,"The Dalai Lama congratulated Sukhvinder Singh Sukhu on being sworn in as the 15th chief minister of Himachal Pradesh, expressing his gratitude for the friendship and hospitality shown to him and his fellow Tibetans."
"The BJP is going to allure several Vokkaliga leaders from ""panchayat to Parliament"" into its fold from Karnataka's Old Mysuru region ahead of the Assembly polls in the southern state due later this year, party leaders said on Sunday.They said the Bharatiya Janata Party (BJP) has already been working on the ground and reaching out to like-minded people in the run-up to the election.BJP's Karnataka in-charge Arun Singh said the saffron party will win a record number of seats from the region, where it has been working on the ground and engaging in booth-level activities for quite some time.""There are seven Vokkaliga ministers in the Karnataka government. The community has also been represented at the Centre. There is space for all communities in the BJP. We believe in the philosophy of 'Sabka Sath, Sabka Vikas',"" Singh, a general secretary of the party, said.",,https://www.ndtv.com/india-news/karnataka-assembly-polls-this-is-bjps-strategy-for-old-mysuru-region-3654744,,"The Bharatiya Janata Party (BJP) is alluring several Vokkaliga leaders from ""panchayat to Parliament"" into its fold ahead of the Assembly polls in Karnataka's Old Mysuru region, where it has been working on the ground and engaging in booth-level activities for some time."
"As assembly elections in Karnataka are due in the next few months, Congress President Mallikarjun Kharge has called a meeting of the party's senior leaders from the state on Monday in New Delhi, to discuss the preparations and the strategy for the polls.According to a party functionary, 14 leaders from the state, including Karnataka Congress President D K Shivakumar, and state Legislature Party leader Siddaramaiah, among others will be attending the meeting at the AICC office in the national capital.Amid signs of factionalism within the state unit, Kharge is likely to instruct the party leaders to work in a united manner for ensuring victory, the functionary said, adding that discussions are likely to take place regarding preparations, tour plans, preliminary discussions regarding candidate selection, among others.",,https://www.ndtv.com/karnataka-news/ahead-of-polls-mallikarjun-kharge-to-meet-14-karnataka-congress-leaders-in-delhi-3597541,,"Mallikarjun Kharge has called a meeting of senior leaders from Karnataka to discuss preparations and strategy for the assembly elections. 14 leaders from the state, including Shivakumar and Siddaramaiah, will attend. Kharge is likely to instruct them to work together for victory."
"Bahujan Samaj Party (BSP) chief Mayawati on Sunday attributed the defeat of the Samajwadi Party in the recent Rampur bypoll to ""planned low voting"", wondering whether there was a collusion between the SP and the BJP.The BJP for the first time won from SP leader Azam Khan's bastion Rampur, which he represented before he was disqualified after his conviction in a hate speech case.In a tweet in Hindi, Mayawati said, ""The SP won the bypolls held on Mainpuri Lok Sabha seat, but it lost for the first time on the seat held by Azam Khan in the assembly by-election due to planned low voting. Is it not a result of the internal collusion between the BJP and the SP?""In another tweet, she said, ""The Muslim community needs to think and understand this so that in the upcoming elections, it can save itself from getting cheated.",,https://www.ndtv.com/india-news/after-bjps-rampur-poll-win-mayawati-alleges-collusion-with-samajwadi-party-3596904,,"Mayawati attributed the defeat of the Samajwadi Party in the Rampur bypoll to ""planned low voting"", questioning whether there was a collusion between the SP and the BJP."
"Union Home Minister Amit Shah's remark at an election rally in Gujarat that perpetrators of violence were ""taught a lesson"" in 2002 was not violative of the model code of conduct, Election Commission sources said on Saturday.After going through the report of the state chief electoral officer and seeking legal opinion, the poll panel concluded that referring to taking action against ""miscreants"" was not violative of the provisions of the poll code.A former bureaucrat had moved the poll panel over the statement Mr Shah made at an election rally in Mahudha town of Kheda district last month.In the rally, Mr Shah had said, ""During the Congress rule in Gujarat (before 1995), communal riots were rampant. Congress used to incite people of different communities and castes to fight against each other. Through such riots, Congress strengthened its vote bank and did injustice to a large section of the society.",,https://www.ndtv.com/india-news/amit-shahs-taught-a-lesson-remark-doesnt-violate-code-poll-body-3595123,,"Amit Shah's remark at an election rally in Gujarat that perpetrators of violence were ""taught a lesson"" in 2002 was not violative of the model code of conduct, according to the Election Commission."
